name,left_elbow_angle,right_elbow_angle,left_shoulder_angle,left_knee_angle,left_hip_angle
0,156,172,174,176,99
0,156,167,185,185,92
0,172,166,170,171,98
0,171,162,169,183,100
0,178,167,156,173,69
0,169,150,164,178,72
0,157,167,172,176,85
0,168,159,157,170,65
0,165,179,193,176,86
0,161,149,171,177,97
0,159,174,152,177,97
0,173,179,178,169,81
0,168,162,177,186,73
0,171,169,185,175,94
0,177,176,176,164,89
0,175,177,183,181,80
0,162,152,158,163,89
0,179,176,178,176,75
0,169,176,179,163,76
0,158,157,176,171,66
0,172,153,175,163,93
0,154,181,171,181,69
0,160,177,184,164,79
0,180,150,192,171,94
0,169,154,155,182,82
0,177,159,153,163,99
0,174,181,151,184,85
0,163,171,192,181,101
0,165,167,189,171,71
0,170,157,156,184,95
0,161,169,181,164,70
0,161,159,165,169,93
0,169,171,184,186,66
0,166,175,176,174,101
0,176,169,191,169,99
0,160,164,192,183,66
0,173,174,193,184,99
0,168,174,179,167,101
0,163,177,173,177,72
0,163,166,158,182,81
0,155,161,174,163,100
0,172,170,173,181,72
0,166,152,165,174,66
0,160,168,153,167,70
0,175,175,166,164,98
0,172,180,172,175,80
0,179,178,173,185,85
0,162,158,154,167,71
0,161,150,188,183,99
0,160,151,189,168,84
0,160,165,151,171,86
0,169,173,167,181,70
0,171,177,189,167,71
0,164,166,191,175,97
0,171,169,153,174,101
0,155,155,167,166,95
0,168,152,163,182,79
0,170,156,160,179,66
0,161,177,155,169,86
0,157,168,183,184,70
0,177,174,164,175,84
0,154,174,156,167,79
0,171,170,175,168,95
0,154,166,184,170,64
0,177,152,185,171,69
0,169,153,166,185,75
0,157,153,153,186,74
0,163,161,159,168,73
0,176,182,167,175,79
0,171,172,161,181,98
0,165,174,152,171,81
0,154,152,165,163,73
0,174,158,158,164,66
0,170,165,180,185,87
0,179,152,172,185,91
0,172,158,161,176,64
0,157,155,158,163,88
0,155,175,170,180,101
0,167,151,181,170,71
0,178,158,188,180,95
0,154,166,181,184,87
0,168,161,174,185,90
0,168,153,177,176,75
0,159,149,191,163,65
0,177,177,175,166,99
0,155,168,181,185,83
0,174,172,157,163,84
0,178,182,175,163,70
0,174,158,184,173,92
0,168,155,192,179,97
0,156,180,194,169,72
0,168,167,159,182,74
0,177,159,155,174,71
0,157,169,167,167,69
0,174,180,163,180,98
0,164,149,157,186,94
0,170,164,192,179,82
0,180,151,155,172,93
0,159,157,166,179,95
0,170,174,166,166,77
0,173,169,156,186,92
0,178,156,193,165,84
0,171,163,176,180,92
0,159,166,158,171,95
0,163,169,165,171,64
0,175,155,194,164,98
0,179,176,193,171,80
0,163,174,160,178,88
0,174,163,175,177,81
0,164,174,161,166,68
0,179,151,192,183,91
0,165,150,165,177,85
0,165,164,162,185,79
0,166,169,179,175,73
0,168,165,166,175,99
0,156,167,171,172,89
0,174,165,159,179,85
0,180,167,188,180,100
0,156,171,156,184,75
0,155,162,168,176,71
0,170,160,167,176,84
0,161,179,163,181,89
0,170,181,155,180,99
0,161,160,178,177,77
0,159,169,163,177,78
0,177,157,152,186,84
0,179,152,157,182,71
0,168,165,176,182,67
0,178,154,191,165,80
0,163,149,170,164,75
0,166,158,166,173,76
0,178,176,165,184,96
0,176,152,185,184,79
0,167,149,173,177,97
0,166,159,190,181,81
0,165,150,158,168,65
0,178,150,175,167,64
0,161,180,174,178,92
0,156,152,190,182,90
0,180,151,164,179,98
0,164,177,191,164,81
0,163,154,191,165,67
0,176,172,168,177,95
0,180,161,177,181,82
0,161,166,153,164,83
0,157,171,163,181,89
0,172,156,192,181,78
0,161,162,173,167,66
0,169,161,152,175,88
0,169,182,180,182,74
0,161,150,191,179,82
0,172,156,160,177,89
0,165,177,181,173,67
0,164,181,163,171,74
0,178,173,162,186,72
0,174,167,171,177,76
0,161,159,159,177,73
0,179,164,163,163,82
0,159,181,152,178,74
0,171,171,190,184,80
0,175,171,175,178,73
0,171,175,186,163,92
0,179,156,153,167,82
0,176,164,159,169,95
0,158,159,172,164,85
0,156,172,188,168,96
0,175,176,163,186,81
0,165,179,174,166,75
0,163,155,157,163,73
0,160,166,153,170,86
0,163,176,161,166,81
0,160,160,175,177,100
0,175,163,173,173,97
0,173,179,187,174,83
0,177,157,184,166,83
0,161,169,176,172,83
0,180,163,166,174,83
0,176,155,189,180,69
0,162,161,158,183,78
0,155,174,171,168,68
0,159,167,195,170,93
0,170,168,164,163,74
0,154,161,191,163,81
0,169,158,177,179,67
0,175,170,175,166,78
0,161,172,190,172,63
0,154,153,159,179,93
0,160,150,195,185,99
0,178,176,152,167,65
0,167,168,194,166,80
0,178,154,158,176,79
0,158,167,156,163,90
0,166,164,157,177,101
0,176,157,178,170,73
0,168,153,172,170,85
0,155,166,152,164,65
0,178,178,185,182,77
0,158,167,157,179,68
0,156,165,179,177,95
0,180,161,158,181,65
0,165,151,180,170,91
0,180,154,156,174,64
0,177,159,167,172,72
0,180,168,167,165,80
0,171,171,173,184,92
0,171,166,157,165,101
0,180,171,181,164,89
0,156,158,177,168,91
0,176,166,155,163,69
0,160,152,165,183,80
0,165,172,189,184,75
0,162,182,176,170,98
0,179,152,153,183,65
0,175,176,155,168,92
0,166,182,186,174,91
0,155,177,188,184,97
0,163,152,183,186,75
0,179,151,182,168,83
0,156,174,163,170,85
0,178,163,157,165,100
0,166,172,194,185,92
0,176,162,160,171,100
0,173,153,179,172,88
0,165,180,156,183,92
0,177,180,160,181,100
0,176,174,184,181,93
0,165,174,177,178,100
0,177,177,174,179,83
0,157,150,181,176,87
0,172,168,190,168,85
0,169,163,181,174,83
0,170,178,195,163,63
0,160,169,195,174,64
0,172,179,173,180,96
0,169,160,170,185,89
0,173,174,186,173,66
0,162,157,173,163,65
0,172,161,151,184,70
0,166,181,191,169,81
0,158,175,159,180,85
0,178,179,167,176,78
0,173,165,165,166,82
0,178,167,178,174,74
0,158,180,172,169,66
0,162,179,152,164,77
0,164,162,170,177,84
0,157,175,172,170,88
0,174,152,182,184,63
0,165,172,154,182,97
0,160,163,183,184,99
0,158,165,185,183,73
0,175,175,164,170,78
0,169,180,163,185,91
0,160,174,193,165,98
0,157,171,171,176,98
0,154,179,193,173,92
0,155,175,166,171,83
0,156,176,153,179,88
0,159,165,177,182,100
0,173,151,152,182,97
0,179,164,159,168,99
0,166,157,180,186,63
0,167,163,184,170,76
0,177,176,159,180,82
0,170,166,171,164,87
0,163,173,180,185,89
0,162,182,185,167,69
0,177,153,160,171,101
0,163,153,152,171,95
0,154,169,185,177,78
0,162,181,167,174,93
0,174,155,152,169,94
0,173,169,157,171,87
0,157,181,157,180,91
0,158,176,187,176,100
0,177,161,172,169,67
0,167,171,184,186,82
0,180,163,161,165,76
0,180,154,157,168,76
0,156,169,166,185,84
0,163,170,193,186,80
0,158,157,163,163,94
0,155,180,151,173,81
0,180,166,167,177,94
0,170,161,181,176,97
0,164,167,168,167,87
0,175,152,187,169,94
0,173,162,158,180,93
0,156,175,165,185,93
0,162,177,162,169,79
0,157,156,178,185,97
0,178,170,195,165,91
0,180,182,191,180,66
0,172,166,174,171,86
0,168,170,173,181,78
0,175,162,151,172,93
0,157,161,176,182,99
0,161,177,183,166,87
0,155,165,194,178,97
0,166,171,176,183,65
0,177,170,169,167,65
0,172,171,151,165,79
0,179,152,161,182,73
0,171,161,171,177,73
0,163,176,185,181,96
0,173,160,175,168,79
0,173,180,182,163,67
0,155,156,171,174,80
0,169,168,178,170,87
0,166,158,177,186,100
0,162,164,171,169,96
0,174,156,159,171,95
0,157,168,154,174,69
0,163,160,174,167,96
0,172,167,192,177,88
0,167,182,173,173,68
0,165,150,161,163,99
0,161,162,174,168,99
0,180,149,159,168,75
0,179,179,181,177,75
0,169,170,183,167,79
0,174,154,164,175,97
0,173,173,177,181,78
0,175,151,151,172,100
0,171,170,152,174,65
0,178,175,153,175,93
0,159,156,189,170,100
0,173,154,157,169,77
0,158,161,164,168,77
0,175,172,156,183,99
0,154,170,175,186,69
0,160,165,157,167,91
0,161,163,174,165,66
0,166,167,178,174,78
0,162,178,157,180,94
0,160,156,166,169,64
0,160,169,175,170,86
0,180,169,179,174,70
0,166,179,184,181,73
0,158,156,192,170,92
0,170,168,191,167,73
0,170,169,173,169,96
0,155,166,168,167,65
0,176,168,178,166,84
0,175,162,189,165,86
0,168,181,190,181,64
0,178,179,182,169,69
0,160,156,172,172,87
0,157,153,163,177,70
0,159,151,166,173,66
0,161,172,180,179,101
0,156,180,153,184,98
0,171,162,171,175,83
0,171,167,153,163,85
0,156,170,189,176,63
0,173,156,170,179,66
0,171,158,153,186,73
0,154,181,162,180,64
0,156,154,164,186,81
0,175,150,179,179,73
0,162,172,170,181,81
0,174,172,176,169,77
0,157,154,184,182,65
0,155,169,181,184,78
0,159,164,175,168,79
0,171,157,152,180,90
0,167,170,186,167,89
0,162,152,159,180,69
0,158,181,191,180,70
0,159,176,159,175,80
0,174,172,154,182,66
0,162,152,179,186,100
0,161,182,166,173,95
0,172,159,186,164,101
0,155,154,179,182,82
0,167,178,160,172,101
0,154,181,179,184,72
0,166,181,182,170,71
0,170,150,161,183,70
0,166,176,180,169,92
0,158,149,169,163,75
0,180,163,170,185,86
0,166,170,187,186,85
0,171,157,177,181,87
0,157,164,169,179,74
0,178,168,152,166,100
0,171,177,177,168,84
0,167,170,185,178,85
0,172,177,159,171,74
0,154,169,171,172,85
0,179,178,157,174,64
0,167,177,189,175,92
0,177,172,152,178,84
0,169,178,171,185,69
0,154,161,157,163,93
0,174,167,188,176,78
0,157,160,189,173,65
0,159,170,169,185,66
0,168,164,161,170,66
0,180,158,167,177,101
0,176,158,194,164,64
0,166,157,164,185,92
0,173,179,178,173,68
0,176,161,157,186,95
0,177,165,187,163,66
0,180,175,167,167,89
0,171,158,172,179,100
0,179,150,188,166,85
0,166,160,190,173,87
0,161,177,167,182,85
0,177,179,192,184,76
0,163,165,165,163,68
0,180,159,175,181,80
0,179,179,195,168,84
0,179,164,157,165,89
0,162,163,159,177,66
0,159,157,163,171,65
0,156,166,185,178,67
0,173,178,190,182,78
0,172,161,191,183,76
0,172,162,186,167,81
0,167,178,175,166,75
0,161,150,168,179,90
0,162,164,158,179,71
0,164,178,161,167,74
0,172,179,164,164,94
0,162,150,171,170,71
0,172,160,155,167,97
0,174,178,191,173,69
0,163,166,151,176,89
0,161,151,175,174,88
0,179,156,151,186,64
0,168,153,173,171,86
0,156,161,157,184,100
0,178,168,162,182,82
0,179,175,171,182,63
0,168,152,162,168,91
0,173,150,179,163,91
0,173,161,194,168,80
0,156,173,190,168,70
0,176,175,194,163,78
0,176,152,187,174,87
0,176,162,194,180,78
0,165,164,175,171,95
0,167,152,174,163,90
0,158,182,155,171,82
0,177,150,184,178,68
0,164,170,155,181,90
0,160,157,154,186,100
0,156,163,158,165,100
0,166,179,164,169,68
0,165,153,193,179,81
0,178,159,162,169,95
0,154,181,170,180,64
0,176,152,189,186,75
0,160,171,154,173,92
0,166,155,191,177,99
0,166,179,168,165,96
0,175,149,181,183,81
0,158,162,152,166,79
0,160,170,186,179,97
0,155,173,164,177,82
0,175,161,186,171,77
0,171,180,157,179,76
0,157,158,174,176,75
0,158,155,191,164,76
0,177,161,181,176,78
0,167,167,174,171,89
0,174,168,174,177,72
0,165,174,177,184,99
0,155,169,179,167,98
0,157,161,182,185,89
0,154,157,164,171,89
0,174,168,177,177,73
0,178,153,181,181,76
0,164,180,156,172,98
0,161,154,171,172,87
0,162,175,187,171,98
0,158,165,193,171,90
0,159,182,153,186,87
0,168,163,174,177,96
0,170,172,164,184,98
0,178,159,157,176,79
0,175,157,194,171,82
0,167,152,167,173,71
0,169,149,180,170,101
0,178,160,183,182,63
0,160,151,174,186,70
0,163,155,173,177,70
0,155,167,157,165,64
0,179,156,178,186,76
0,172,180,175,175,74
0,166,176,167,177,72
0,170,160,185,186,79
0,159,150,194,185,100
0,176,174,151,168,96
0,171,155,174,167,92
0,168,150,177,172,93
0,166,176,178,182,93
0,173,181,184,168,92
0,173,174,184,181,93
0,166,150,177,165,77
0,174,171,185,182,93
0,176,158,152,179,95
0,176,152,168,173,90
0,167,169,178,169,88
0,175,167,165,167,91
0,174,149,189,183,84
0,161,159,154,186,91
0,180,172,171,166,65
0,162,165,185,177,75
0,170,169,173,181,96
0,178,158,188,182,81
0,177,165,151,174,89
0,165,161,192,164,92
0,155,182,178,177,64
0,173,152,168,177,83
0,160,174,169,186,99
0,170,175,190,177,63
0,155,173,153,172,77
0,164,159,187,183,83
0,168,161,175,175,82
0,168,175,189,169,63
0,155,160,166,178,67
0,172,151,160,177,63
0,168,181,189,167,75
0,165,163,184,165,97
0,165,176,172,165,91
0,154,155,180,171,93
0,171,152,167,175,67
0,155,180,180,166,91
0,165,158,180,174,74
0,169,178,161,185,86
0,168,154,161,181,73
0,155,171,178,170,72
0,154,159,157,179,90
0,176,181,161,166,92
0,167,162,160,172,69
0,178,158,168,172,95
0,161,155,182,184,81
0,180,157,195,177,63
0,169,157,161,163,97
0,166,163,155,183,78
0,167,153,164,166,92
0,154,154,171,165,96
0,154,179,192,175,80
0,158,156,193,170,76
0,177,166,183,181,92
0,176,178,166,171,81
0,155,177,194,186,79
0,155,168,152,172,86
0,177,174,185,179,65
0,174,160,183,174,69
0,156,182,160,171,97
0,162,154,159,164,84
0,165,177,160,174,83
0,164,151,159,168,75
0,170,168,173,164,96
0,168,163,176,186,66
0,157,160,195,184,71
0,177,168,156,172,92
0,156,162,154,176,70
0,160,182,177,177,88
0,178,172,183,181,101
0,159,151,160,177,99
0,157,167,171,172,94
0,176,178,153,173,83
0,177,174,165,170,72
0,169,164,172,184,95
0,154,164,191,170,63
0,159,169,154,185,88
0,164,151,155,167,89
0,169,169,174,164,80
0,174,158,184,180,80
0,173,149,172,164,70
0,157,156,157,167,100
0,166,175,193,173,83
0,175,168,193,175,83
0,172,175,152,165,101
0,169,156,189,181,75
0,174,154,178,186,71
0,176,170,176,186,75
0,156,160,180,179,64
0,165,170,192,175,77
0,166,158,164,165,81
0,158,155,178,171,63
0,170,151,181,174,99
0,166,149,174,176,80
0,169,160,168,168,72
0,155,182,183,166,68
0,179,158,189,175,71
0,167,175,155,180,88
0,178,156,154,165,96
0,178,173,161,164,70
0,180,168,191,163,91
0,172,155,167,185,95
0,162,175,159,174,71
0,180,173,164,183,99
0,159,178,179,167,66
0,169,156,152,164,88
0,173,173,187,180,80
0,165,152,181,179,65
0,159,152,165,169,90
0,161,180,192,174,84
0,174,156,161,179,85
0,156,160,188,176,86
0,178,155,152,184,80
0,158,171,192,165,70
0,180,168,152,165,65
0,166,181,172,165,63
0,170,176,189,165,78
0,165,165,165,185,66
0,177,166,169,167,75
0,172,182,175,182,83
0,162,169,181,174,77
0,178,154,161,165,88
0,172,156,167,180,64
0,168,150,194,186,82
0,169,153,191,166,71
0,169,164,195,183,66
0,168,172,180,179,73
0,161,170,187,177,81
0,170,157,189,186,88
0,155,179,157,168,95
0,163,155,186,180,79
0,173,149,190,173,84
0,167,174,158,177,101
0,156,165,172,177,71
0,156,160,183,175,96
0,180,149,178,178,82
0,176,160,188,163,85
0,166,152,186,176,86
0,161,167,163,164,90
0,176,182,173,178,74
0,177,150,162,172,86
0,176,173,169,164,80
0,160,150,156,174,71
0,159,154,191,172,63
0,160,167,184,183,67
0,169,170,159,172,75
0,177,180,179,163,94
0,154,157,157,170,97
0,170,151,184,184,92
0,157,176,172,174,87
0,157,162,160,184,95
0,156,174,160,171,94
0,176,161,174,171,72
0,170,179,164,183,77
0,180,161,166,170,90
0,174,182,170,170,69
0,176,151,168,172,95
0,174,166,164,182,76
0,156,153,187,164,89
0,166,167,179,180,100
0,166,164,175,174,86
0,176,163,154,183,77
0,163,169,151,180,71
0,168,169,167,165,69
0,169,166,186,182,96
0,173,173,182,183,70
0,169,159,176,182,93
0,176,174,186,172,75
0,169,152,159,173,90
0,178,160,189,164,64
0,178,165,190,185,97
0,163,159,191,179,86
0,173,170,193,184,89
0,162,174,171,181,67
0,180,164,189,182,100
0,175,172,180,166,84
0,166,161,184,185,84
0,168,172,183,168,95
0,163,179,154,172,69
0,179,172,171,184,67
0,155,158,184,172,97
0,170,162,167,175,100
0,164,154,187,178,73
0,179,169,172,183,75
0,180,162,163,185,88
0,165,151,159,183,89
0,179,155,172,163,74
0,179,182,152,164,74
0,180,154,161,171,78
0,174,159,162,173,81
0,161,149,190,186,94
0,165,164,154,170,80
0,168,176,159,173,78
0,177,171,180,174,99
0,176,181,167,165,63
0,154,163,192,181,91
0,177,174,159,178,86
0,169,162,162,177,75
0,164,161,194,173,81
0,167,168,175,176,89
0,179,162,181,180,68
0,167,156,158,184,86
0,163,166,156,178,84
0,174,173,174,168,74
0,173,153,164,171,88
0,175,153,189,168,96
0,175,154,163,170,65
0,164,154,167,172,85
0,172,152,168,182,63
0,169,150,195,172,92
0,167,180,187,171,93
0,158,167,182,181,73
0,179,172,192,173,73
0,165,159,173,163,83
0,157,152,190,182,101
0,176,170,158,182,69
0,171,172,178,167,81
0,178,163,166,182,87
0,173,164,180,171,87
0,177,173,186,186,76
0,170,177,180,165,70
0,170,175,158,163,80
0,166,180,152,174,75
0,160,154,156,172,88
0,169,151,174,177,77
0,167,175,179,176,66
0,176,150,182,170,83
0,158,181,172,184,79
0,167,179,186,169,69
0,180,179,187,182,69
0,154,149,181,172,64
0,164,159,195,182,75
0,156,170,189,166,68
0,158,162,159,164,86
0,157,153,161,171,70
0,170,163,191,167,96
0,179,170,173,173,86
0,172,170,179,174,84
0,170,166,178,168,85
0,179,170,195,169,95
0,170,152,176,173,92
0,172,166,194,175,81
0,176,182,190,171,98
0,179,157,176,185,88
0,157,165,192,171,69
0,170,164,188,163,74
0,163,182,193,175,80
0,156,168,157,182,97
0,164,173,154,176,81
0,156,161,194,182,99
0,177,150,169,186,70
0,155,158,156,172,85
0,155,182,159,184,90
0,164,166,185,169,89
0,157,174,184,180,68
0,157,164,175,170,95
0,158,175,193,165,86
0,165,169,184,175,73
0,162,155,163,163,68
0,154,162,168,186,92
0,154,181,191,177,89
0,155,177,185,172,84
0,166,160,158,177,77
0,155,155,158,181,64
0,178,152,188,176,78
0,173,171,174,173,89
0,173,181,187,168,71
0,155,173,183,168,88
0,163,166,151,176,63
0,180,152,156,173,101
0,158,167,189,166,83
0,160,176,180,186,75
0,158,165,185,167,87
0,176,175,189,173,101
0,174,173,167,167,99
0,176,172,176,175,96
0,173,160,185,175,73
0,162,159,175,179,96
0,174,174,161,168,66
0,166,171,154,177,94
0,160,180,155,172,90
0,163,155,175,174,67
0,174,158,177,182,71
0,170,156,184,172,73
0,159,170,170,175,82
0,180,169,167,165,85
0,175,151,164,186,67
0,165,159,189,184,101
0,158,151,167,174,67
0,162,160,178,168,79
0,162,169,169,166,68
0,166,158,181,169,79
0,162,172,191,179,80
0,155,162,176,167,79
0,174,176,166,164,100
0,176,159,171,165,81
0,175,172,163,184,78
0,160,162,173,179,93
0,174,149,167,182,76
0,166,150,168,180,70
0,173,150,169,174,98
0,166,169,195,181,101
0,173,158,166,172,101
0,164,160,153,180,91
0,174,165,184,184,92
0,167,180,181,182,68
0,167,171,190,172,81
0,166,154,151,174,98
0,169,169,172,176,70
0,157,167,154,163,101
0,175,164,187,186,88
0,161,150,173,185,79
0,180,158,165,168,87
0,173,171,170,178,94
0,177,172,154,179,101
0,174,181,171,171,80
0,167,162,179,177,67
0,164,152,168,172,86
0,165,169,188,178,81
0,160,158,172,180,92
0,160,155,157,180,99
0,177,169,186,169,96
0,169,176,152,173,83
0,162,158,156,168,97
0,162,149,164,186,98
0,164,170,169,179,73
0,171,176,190,183,69
0,159,151,152,165,95
0,171,159,154,166,99
0,160,164,177,167,91
0,174,158,190,170,64
0,175,180,183,168,74
0,160,161,178,176,93
0,160,149,163,182,88
0,175,156,166,186,68
0,179,172,165,183,99
0,166,154,173,175,98
0,164,165,155,163,86
0,158,157,191,182,87
0,159,179,166,185,81
0,156,176,182,181,82
0,155,160,171,185,87
0,170,176,189,184,92
0,179,174,171,186,78
0,159,166,162,171,83
0,164,163,194,164,68
0,179,154,159,166,91
0,165,175,174,163,73
0,157,154,166,175,81
0,174,180,152,177,96
0,159,175,176,182,83
0,167,181,168,173,77
0,172,154,165,171,85
0,168,169,194,164,101
0,174,157,194,184,82
0,176,160,175,183,86
0,154,178,174,171,72
0,161,165,193,175,75
0,167,168,173,169,100
0,169,176,174,177,81
0,169,149,176,180,69
0,160,178,186,185,65
0,175,166,178,184,83
0,156,172,179,179,100
0,156,154,176,173,66
0,156,156,191,181,97
0,171,149,187,174,74
0,155,168,151,180,93
0,156,174,167,166,99
0,167,149,186,166,81
0,157,174,185,178,77
0,169,151,167,181,93
0,167,179,158,166,99
0,169,154,160,167,96
0,159,182,154,166,72
0,176,160,152,176,68
0,164,158,170,179,92
0,168,165,170,169,87
0,170,167,159,182,63
0,155,171,185,180,83
0,177,153,155,173,99
0,176,166,160,178,83
0,160,167,168,171,80
0,159,168,151,167,86
0,167,169,195,184,77
0,179,160,194,172,66
0,168,179,184,173,88
0,178,155,182,172,71
0,168,179,156,169,79
0,169,156,185,174,84
0,177,179,159,173,77
0,169,164,161,168,99
0,174,171,176,173,73
0,158,163,164,165,82
0,164,174,158,174,65
0,162,158,177,174,85
0,177,165,185,168,95
0,178,151,181,171,73
0,176,179,170,175,83
0,177,161,188,172,67
0,170,161,182,183,79
0,168,174,193,184,74
0,171,158,176,185,69
0,156,168,172,181,82
0,166,150,167,166,86
0,166,159,187,175,96
0,162,172,157,173,94
0,178,156,178,173,64
0,163,160,166,167,67
0,174,177,170,171,98
0,162,178,175,170,97
0,172,171,155,165,63
0,156,157,165,186,86
0,167,169,179,164,94
0,176,164,170,176,75
0,154,151,191,184,67
0,161,172,156,181,94
0,174,163,178,171,65
0,164,168,157,166,87
0,159,156,172,165,71
0,173,166,181,175,100
0,173,171,186,164,82
0,160,169,160,164,63
0,157,162,170,166,63
0,176,152,195,171,89
0,165,166,159,178,64
0,175,170,177,184,83
0,163,166,176,181,79
0,156,154,178,182,74
0,168,156,175,169,86
0,172,156,166,182,81
0,166,162,184,171,64
0,157,175,178,163,74
0,156,151,186,176,96
0,173,176,183,167,81
0,171,178,183,166,90
0,155,174,177,177,92
0,179,175,166,184,67
0,157,172,156,179,94
0,173,174,164,183,69
0,167,164,167,177,69
0,155,179,156,166,91
0,172,158,193,180,100
0,168,175,156,178,101
0,155,155,167,172,75
0,175,162,190,171,81
0,160,176,155,164,69
0,169,160,173,167,94
0,160,163,189,164,75
0,168,169,184,169,95
0,167,150,167,181,83
0,159,162,185,178,78
0,165,174,167,175,81
0,174,160,158,179,67
0,167,152,178,178,69
0,175,152,179,174,71
0,162,166,160,176,65
0,166,173,191,183,71
0,171,151,194,182,71
0,164,162,189,165,80
0,172,162,155,184,70
0,166,178,157,186,74
0,166,160,166,174,92
0,166,170,167,186,84
0,178,181,159,174,80
0,160,159,183,182,97
0,158,162,182,176,81
0,163,149,155,174,79
0,161,180,165,163,70
0,166,155,164,168,95
0,166,163,187,172,80
